0000100,item,4000001,10,f
0000100,item,4000000,30,f
1001100,item,4070000,1,s
1001100,item,4031034,1,s
1000100,item,4000003,30,w
1000100,item,4000018,50,w
1001800,item,4000012,50,1s
1001800,item,4000037,50,1s
1001800,item,4000018,5,2s
1001800,item,4003000,5,2s
1001800,item,4000006,100,3s
1001800,item,2022000,1,3s
1000200,item,4031006,1,m1
1000200,item,4031004,1,m2
1000200,item,4000004,50,m3
1000200,item,4000005,50,m3
1000200,item,4000006,20,m3
1000200,item,4031005,1,m3
1000200,item,4000008,40,m4
1000200,item,4000004,50,m5
1000200,item,4000005,50,m5
1000200,item,4000006,20,m5
1000200,item,4031005,1,m5
1000200,item,4031004,1,m6
1000200,item,4031006,1,m7
1000800,item,4000034,100,s
1000800,item,4000042,10,s
1000800,item,2020000,1,s
1000900,item,4031025,10,10
1000900,item,4031025,9,9
1000900,item,4031025,8,8
1000900,item,4031025,7,7
1000900,item,4031025,6,6
1000900,item,4031025,5,5
1000900,item,4031025,4,4
1000900,item,4031025,3,3
1000900,item,4031025,2,2
1000900,item,4031025,1,1
1000300,item,4000009,60,p
1000300,item,4000012,60,p
1001200,item,4031039,1,s
1001200,item,4031039,1,g
1000500,item,4001003,1,a
1000500,item,4000007,50,a
1000500,item,4000002,50,a
1000500,item,4001003,1,t
1000400,item,4000020,100,j
1000400,item,4000015,120,j
1001000,item,4001000,1,s
1000700,item,4031020,1,1_01
1000700,item,4031021,1,1_02
1000700,item,4031022,1,1_03
1000700,item,4031023,1,1_04
1001801,item,4000015,100,1s
1001801,item,4000034,50,1s
1001801,item,4003004,50,2s
1001801,item,4000021,20,2s
1001801,item,4000007,200,3s
1000600,item,4000029,50,2
1000600,item,4031014,1,2
1000600,item,4031015,1,2
1000600,item,4000029,50,3
1000600,item,4031014,1,3
1000600,item,4031015,1,3
1000600,item,4031016,1,4
1000101,item,4000022,100,p0
1000101,item,4003000,30,p0
1000101,item,4001004,1,p0
1000901,item,4031022,20,20
1000901,item,4031022,19,19
1000901,item,4031022,18,18
1000901,item,4031022,17,17
1000901,item,4031022,16,16
1000901,item,4031022,15,15
1000901,item,4031022,14,14
1000901,item,4031022,13,13
1000901,item,4031022,12,12
1000901,item,4031022,11,11
1000901,item,4031022,10,10
1000901,item,4031022,9,9
1000901,item,4031022,8,8
1000901,item,4031022,7,7
1000901,item,4031022,6,6
1000901,item,4031022,5,5
1000901,item,4031022,4,4
1000901,item,4031022,3,3
1000901,item,4031022,2,2
1000901,item,4031022,1,1
1001201,item,4031040,1,s
1001201,item,4031040,1,g
1000601,item,4000031,100,r0
1000601,item,4000031,200,r2
1000601,item,4000031,400,r4
1000601,item,4000031,600,r6
1000601,item,4000031,1000,r8
1000401,item,2022000,1,j0
1000401,item,4000036,30,j0
1000401,item,4000041,20,j0
1000401,item,4000040,1,j2
1000401,item,2012000,3,j2
1000401,item,4000036,100,j2
1000401,item,4000041,30,j2
1000401,item,4011007,1,j4
1000401,item,4000030,20,j4
1000401,item,2012002,10,j4
1001202,item,4031041,1,s
1001202,item,4031041,1,g
1001400,item,4031054,3,s
1001400,item,4031054,3,1
1001400,item,4031054,3,10
1001400,item,4031054,3,100
1001400,item,4031054,3,12
1001400,item,4031054,3,21
1001400,item,4031054,3,102
1001400,item,4031054,3,201
1001400,item,4031054,3,120
1001400,item,4031054,3,210
1001400,item,4031054,3,123
1001400,item,4031054,3,132
1001400,item,4031054,3,213
1001400,item,4031054,3,231
1001400,item,4031054,3,312
1001400,item,4031054,3,321
1000201,item,1302015,1,ms
1000201,item,4021009,1,mc
1000201,item,4003002,1,mc
1000201,item,4001005,1,mc
1000201,item,4001006,1,mc
1000201,item,1302015,1,mh
1000701,item,4031032,1,2_01
1000701,item,4031033,1,2_02
1000701,item,4031029,1,2_51
1000701,item,4031030,1,2_52
1000701,item,4031031,1,2_53
1000701,item,4031032,1,2_11
1000701,item,4031033,1,2_12
1000701,item,4031029,1,2_61
1000701,item,4031030,1,2_62
1000701,item,4031031,1,2_63
1000701,item,4031032,1,2_91
1000701,item,4031033,1,2_92
1000701,item,4031029,1,2_81
1000701,item,4031030,1,2_82
1000701,item,4031031,1,2_83
1000801,item,4031042,1,s
1000801,item,4011005,10,s
1000801,item,4000030,50,s
1000801,item,4003000,40,s
1000801,item,4000046,3,s
1000301,item,4011004,15,s
1000301,item,4000030,50,s
1000301,item,4003000,40,s
1000301,item,4031043,1,s
1000301,item,4021008,1,g
1000301,item,4001005,1,g
1000301,item,4000028,30,g
1000301,item,4011004,15,p
1000301,item,4000030,50,p
1000301,item,4003000,40,p
1000301,item,4031043,1,p
1000602,item,4000001,50,1
1000602,item,4000005,50,1
1000602,item,4000004,50,1
1000602,item,4000016,50,1
1000602,item,4000006,50,2
1000602,item,4000013,50,2
1000602,item,4000020,50,2
1000602,item,4000008,50,2
1000602,item,4000014,50,3
1000602,item,4000022,50,3
1000602,item,4000033,50,3
1000602,item,4000029,50,3
1000602,item,4000036,50,4
1000602,item,4000025,50,4
1000602,item,4000027,50,4
1000602,item,4000028,50,4
1000602,item,4021007,1,4
1000202,item,4000019,50,1
1000202,item,4000000,50,1
1000202,item,4000011,50,1
1000202,item,4000005,50,1
1000202,item,4000024,50,2
1000202,item,4000037,50,2
1000202,item,4000002,50,2
1000202,item,4000035,50,2
1000202,item,4000026,10,3
1000202,item,4000023,50,3
1000202,item,4000045,50,3
1000202,item,4000039,50,3
1000202,item,4000044,50,4
1000202,item,4000025,50,4
1000202,item,4000027,50,4
1000202,item,4000028,50,4
1000202,item,4021007,1,4
1002000,item,4000083,45,s
1002000,item,4000084,20,s
1002000,item,4000085,20,s
1001500,item,4031053,1,ks
1001500,item,4031049,4,fe
1001500,item,4031055,1,ms
1001500,item,4000053,3,mw
1001500,item,4031055,1,mg
1001500,item,4031056,1,me
1001500,item,4031056,1,fb
1001501,item,4031052,1,h6
1001502,item,4031050,1,s1
1001502,item,4031050,1,s2
1001502,item,4031051,1,s4
1001502,item,4000059,100,s5
1001502,item,4000060,50,s5
1001502,item,4000061,30,s5
1001502,item,4031051,1,s6
1001503,item,4031053,1,s
1001503,item,4000051,100,k2
1001503,item,4000052,100,k2
1001504,item,4005000,2,s
1001504,item,4005001,2,f2
1001504,item,4005002,2,f4
1001504,item,4005003,2,f6
1000902,item,4031028,30,30
1000902,item,4031028,29,29
1000902,item,4031028,28,28
1000902,item,4031028,27,27
1000902,item,4031028,26,26
1000902,item,4031028,25,25
1000902,item,4031028,24,24
1000902,item,4031028,23,23
1000902,item,4031028,22,22
